Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total
3281;;;-4,142223;17,988414;;Surv Apr-Jun 2016;6/5/16;1;0
3282;;;-4,143045;17,988368;;Surv Apr-Jun 2016;6/5/16;1;0
3283;;;-4,296422;18,118732;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3284;;;-4,296522;18,118765;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3285;;;-4,296053;18,119034;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3286;;;-4,295668;18,119127;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3287;;;-4,296142;18,119463;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3288;;;-4,296473;18,119821;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3289;;;-4,296403;18,120058;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3290;;;-4,295064;18,118809;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3291;;;-4,294587;18,11881;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3292;;;-4,294132;18,118923;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3293;;;-4,29371;18,119191;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3294;;;-4,293353;18,120544;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3295;;;-4,292726;18,121315;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3296;;;-4,296747;18,118712;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3297;;;-4,296335;18,118435;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3298;;;-4,296485;18,118417;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3299;;;-4,296705;18,118185;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3300;;;-4,296964;18,117214;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3301;;;-4,297141;18,117068;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3302;;;-4,29758;18,116488;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
3303;;;-4,297792;18,116111;Degradated forest;Surv Apr-Jun 2016;6/6/16;1;0
A1;BWALAYULU MUSUNDA;A;-4,611483;18,040033;FISH PONDS;IRD/JUNE 2016;6/4/16;1;1
A2;BWALAYULU MUSUNDA;A;-4,609217;18,033183;FISH PONDS;IRD/JUNE 2016;6/4/16;1;0
A3;BWALAYULU MUSUNDA;A;-4,608967;18,032117;FISH PONDS;IRD/JUNE 2016;6/4/16;1;0
A4;BWALAYULU MUSUNDA;A;-4,609983;18,029717;FISH PONDS;IRD/JUNE 2016;6/4/16;1;1
A5;BWALAYULU MUSUNDA;A;-4,609967;18,028767;FISH PONDS;IRD/JUNE 2016;6/4/16;1;0
A6;BWALAYULU MUSUNDA;A;-4,612883;18,0434;HILL/VILLAGE;IRD/JUNE 2016;6/4/16;1;0
A7;BWALAYULU MUSUNDA;A;-4,6156;18,048433;HILL/VILLAGE;IRD/JUNE 2016;6/4/16;1;1
A8;BWALAYULU MUSUNDA;A;-4,612883;18,038283;HILL/VILLAGE;IRD/JUNE 2016;6/4/16;1;0
B1;KIMWENZA MUSUNDA;B;-4,587167;18,038533;HILL/VILLAGE;IRD/JUNE 2016;6/4/16;1;12
B2;KIMWENZA MUSUNDA;B;-4,58425;18,038167;FISH PONDS;IRD/JUNE 2016;6/4/16;1;2
B3;KIMWENZA MUSUNDA;B;-4,585117;18,03505;FISH PONDS;IRD/JUNE 2016;6/4/16;1;0
B4;KIMWENZA MUSUNDA;B;-4,58755;18,036283;CASSAVA;IRD/JUNE 2016;6/4/16;1;0
B5;KIMWENZA MUSUNDA;B;-4,588;18,037917;HILL/VILLAGE;IRD/JUNE 2016;6/4/16;1;0
B6;KIMWENZA MUSUNDA;B;-4,587567;18,039067;HILL/VILLAGE;IRD/JUNE 2016;6/4/16;1;2
B7;KIMWENZA MUSUNDA;B;-4,5989;18,04085;FISH PONDS;IRD/JUNE 2016;6/4/16;1;1
B8;KIMWENZA MUSUNDA;B;-4,5989;18,041117;FISH PONDS;IRD/JUNE 2016;6/4/16;1;2
BAC01;Dunda Bac;;-4,564926;17,698258;River;FebMar 2017;3/7/17;1;0
BAC02;Dunda Bac;;-4,565046;17,699356;River;FebMar 2017;3/7/17;1;0
BAC03;Dunda Bac;;-4,564593;17,699482;River;FebMar 2017;3/7/17;1;0
BAC04;Dunda Bac;;-4,564518;17,69856;River;FebMar 2017;3/7/17;1;0
BAC05;Dunda Bac;;-4,564608;17,697626;River;FebMar 2017;3/7/17;1;0
BAC06;Dunda Bac;;-4,56385;17,69762;River;FebMar 2017;3/7/17;1;0
BAC07;Dunda Bac;;-4,563328;17,696084;Forest;FebMar 2017;3/7/17;1;0
BAC08;Dunda Bac;;-4,562807;17,69631;Forest;FebMar 2017;3/7/17;1;0
BKK01;Bumba Kikweta;;-4,361866;17,842833;Fishpond;FebMar 2017;3/20/17;1;0
BKK02;Bumba Kikweta;;-4,361714;17,842701;Fishpond;FebMar 2017;3/20/17;1;0
BKK03;Bumba Kikweta;;-4,361346;17,842692;Fishpond;FebMar 2017;3/20/17;1;0
BKK04;Bumba Kikweta;;-4,360886;17,842785;Fishpond;FebMar 2017;3/20/17;1;0
BKK05;Bumba Kikweta;;-4,360758;17,842647;Fishpond;FebMar 2017;3/20/17;1;0
BKK06;Bumba Kikweta;;-4,360885;17,842448;Fishpond;FebMar 2017;3/20/17;1;0
BKK07;Bumba Kikweta;;-4,360881;17,842214;Fishpond;FebMar 2017;3/20/17;1;0
BKK08;Bumba Kikweta;;-4,361035;17,842081;Fishpond/River;FebMar 2017;3/20/17;1;0
BKK09;Bumba Kikweta;;-4,35468;17,853986;Village;FebMar 2017;3/21/17;1;0
BKK10;Bumba Kikweta;;-4,353899;17,852857;Village;FebMar 2017;3/21/17;1;0
BKK11;Bumba Kikweta;;-4,353561;17,852822;Village;FebMar 2017;3/21/17;1;0
BKK12;Bumba Kikweta;;-4,354979;17,853465;Village;FebMar 2017;3/21/17;1;0
BUM1;BUMBA KIKWETA;;-4,363617;17,845073;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM1;BUMBA KIKWETA;;-4,363617;17,845073;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM2;BUMBA KIKWETA;;-4,36391;17,845916;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM2;BUMBA KIKWETA;;-4,36391;17,845916;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM3;BUMBA KIKWETA;;-4,364034;17,84681;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM3;BUMBA KIKWETA;;-4,364034;17,84681;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM4;BUMBA KIKWETA;;-4,36405;17,847797;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM4;BUMBA KIKWETA;;-4,36405;17,847797;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM5;BUMBA KIKWETA;;-4,354961;17,853839;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM5;BUMBA KIKWETA;;-4,354961;17,853839;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM6;BUMBA KIKWETA;;-4,354372;17,853203;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM6;BUMBA KIKWETA;;-4,354372;17,853203;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM7;BUMBA KIKWETA;;-4,353598;17,852766;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM7;BUMBA KIKWETA;;-4,353598;17,852766;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM8;BUMBA KIKWETA;;-4,353838;17,853837;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUM8;BUMBA KIKWETA;;-4,353838;17,853837;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;2;0
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS01;Buseke;;-4,205612;17,939337;;T0;7/11/15;10;9
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS02;Buseke;;-4,206083;17,939673;;T0;7/11/15;10;8
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS03;Buseke;;-4,206617;17,939913;;T0;7/11/15;10;1
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS04;Buseke;;-4,207417;17,940562;;T0;7/11/15;10;4
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS05;Buseke;;-4,207725;17,940792;;T0;7/11/15;10;2
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS06;Buseke;;-4,207992;17,941177;;T0;7/11/15;10;1
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS07;Buseke;;-4,208062;17,94127;;T0;7/11/15;10;6
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
BUS08;Buseke;;-4,207198;17,940357;;T0;7/11/15;10;0
C1;PONT KAFI;C;-4,553067;17,975483;FOREST;IRD/JUNE 2016;6/5/16;1;4
C101;Pont Kafi;;-4,553002;17,975577;Forest;Ricaki Jul 2016;7/29/16;2;1
C101;Pont Kafi;;-4,553002;17,975577;Forest;Ricaki Jul 2016;7/29/16;2;1
C102;Pont Kafi;;-4,552042;17,977322;Forest;Ricaki Jul 2016;7/29/16;2;0
C102;Pont Kafi;;-4,552042;17,977322;Forest;Ricaki Jul 2016;7/29/16;2;0
C103;Pont Kafi;;-4,5527;17,979459;Edge Village/Forest;Ricaki Jul 2016;7/29/16;2;0
C103;Pont Kafi;;-4,5527;17,979459;Edge Village/Forest;Ricaki Jul 2016;7/29/16;2;0
C104;Pont Kafi;;-4,559771;17,980472;Road;Ricaki Jul 2016;7/29/16;2;0
C104;Pont Kafi;;-4,559771;17,980472;Road;Ricaki Jul 2016;7/29/16;2;0
C105;Pont Kafi;;-4,553253;17,975082;Source;Ricaki Jul 2016;7/29/16;2;0
C105;Pont Kafi;;-4,553253;17,975082;Source;Ricaki Jul 2016;7/29/16;2;0
C2;PONT KAFI;C;-4,552033;17,977333;VILLAGE;IRD/JUNE 2016;6/5/16;1;2
C3;PONT KAFI;C;-4,552767;17,979483;VILLAGE;IRD/JUNE 2016;6/5/16;1;2
C4;PONT KAFI;C;-4,55975;17,980467;VILLAGE;IRD/JUNE 2016;6/5/16;1;0
C5;PONT KAFI;C;-4,551117;17,977983;FISH PONDS;IRD/JUNE 2016;6/8/16;1;2
CEM1;CAMP ETET MOKAMO;;-4,318785;17,950954;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;3
CEM1;CAMP ETET MOKAMO;;-4,318785;17,950954;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;3
CEM1;CAMP ETET MOKAMO;;-4,318785;17,950954;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;3
CEM2;CAMP ETET MOKAMO;;-4,319139;17,95176;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;10
CEM2;CAMP ETET MOKAMO;;-4,319139;17,95176;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;10
CEM2;CAMP ETET MOKAMO;;-4,319139;17,95176;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;10
CEM3;CAMP ETET MOKAMO;;-4,319947;17,95163;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;5
CEM3;CAMP ETET MOKAMO;;-4,319947;17,95163;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;5
CEM3;CAMP ETET MOKAMO;;-4,319947;17,95163;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;5
CEM4;CAMP ETET MOKAMO;;-4,320055;17,950796;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;2
CEM4;CAMP ETET MOKAMO;;-4,320055;17,950796;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;2
CEM4;CAMP ETET MOKAMO;;-4,320055;17,950796;Pond;PAUL AND RICHARDS' VILLAGES;10/29/16;3;2
CEM5;CAMP ETET MOKAMO;;-4,319724;17,949495;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;1
CEM5;CAMP ETET MOKAMO;;-4,319724;17,949495;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;1
CEM5;CAMP ETET MOKAMO;;-4,319724;17,949495;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;1
CEM6;CAMP ETET MOKAMO;;-4,320182;17,948576;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;1
CEM6;CAMP ETET MOKAMO;;-4,320182;17,948576;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;1
CEM6;CAMP ETET MOKAMO;;-4,320182;17,948576;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;1
CEM7;CAMP ETET MOKAMO;;-4,320561;17,947541;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;0
CEM7;CAMP ETET MOKAMO;;-4,320561;17,947541;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;0
CEM7;CAMP ETET MOKAMO;;-4,320561;17,947541;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;0
CEM8;CAMP ETET MOKAMO;;-4,320496;17,946363;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;0
CEM8;CAMP ETET MOKAMO;;-4,320496;17,946363;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;0
CEM8;CAMP ETET MOKAMO;;-4,320496;17,946363;Village;PAUL AND RICHARDS' VILLAGES;10/29/16;3;0
CUD01;Camp Usine Dunda;;-4,548288;17,680471;River;FebMar 2017;3/6/17;1;0
CUD02;Camp Usine Dunda;;-4,547407;17,680968;River;FebMar 2017;3/6/17;1;0
CUD03;Camp Usine Dunda;;-4,547255;17,680092;River;FebMar 2017;3/6/17;1;0
CUD04;Camp Usine Dunda;;-4,546203;17,680873;River;FebMar 2017;3/6/17;1;0
CUD05;Camp Usine Dunda;;-4,545416;17,68087;River;FebMar 2017;3/6/17;1;0
CUD06;Camp Usine Dunda;;-4,545276;17,680104;River;FebMar 2017;3/6/17;1;0
CUD07;Camp Usine Dunda;;-4,54521;17,680049;;FebMar 2017;3/6/17;1;0
CUD08;Camp Usine Dunda;;-4,54417;17,680983;;FebMar 2017;3/6/17;1;0
CUD09;Camp Usine Dunda;;-4,544046;17,68011;;FebMar 2017;3/6/17;1;0
CUD10;Camp Usine Dunda;;-4,542789;17,681063;;FebMar 2017;3/6/17;1;0
CUD11;Camp Usine Dunda;;-4,569594;17,654311;Fishpond;FebMar 2017;3/16/17;1;0
CUD12;Camp Usine Dunda;;-4,569786;17,654133;Fishpond;FebMar 2017;3/16/17;1;0
CUD13;Camp Usine Dunda;;-4,569307;17,652957;Fishpond;FebMar 2017;3/16/17;1;0
CUD14;Camp Usine Dunda;;-4,570231;17,653223;Fishpond;FebMar 2017;3/16/17;1;0
CUD15;Camp Usine Dunda;;-4,568785;17,651334;River;FebMar 2017;3/16/17;1;0
CUD16;Camp Usine Dunda;;-4,568916;17,651376;River;FebMar 2017;3/16/17;1;0
CUD17;Camp Usine Dunda;;-4,56886;17,650512;River;FebMar 2017;3/16/17;1;0
CUD18;Camp Usine Dunda;;-4,567604;17,647304;River;FebMar 2017;3/16/17;1;0
CUD19;Camp Usine Dunda;;-4,567552;17,647264;River;FebMar 2017;3/16/17;1;0
CUD20;Camp Usine Dunda;;-4,567487;17,647345;River;FebMar 2017;3/16/17;1;0
D1;KISEMBO;D;-4,665183;17,96615;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;1
D10;KISEMBO;D;-4,674981;17,992283;FISH PONDS/RIVER;IRD/JUNE 2016;6/8/16;1;1
D101;Kisembo;;-4,665175;17,96611;Village piggery;Ricaki Jul 2016;7/25/16;3;3
D101;Kisembo;;-4,665175;17,96611;Village piggery;Ricaki Jul 2016;7/25/16;3;3
D101;Kisembo;;-4,665175;17,96611;Village piggery;Ricaki Jul 2016;7/25/16;3;3
D102;Kisembo;;-4,664908;17,965664;Village;Ricaki Jul 2016;7/25/16;3;0
D102;Kisembo;;-4,664908;17,965664;Village;Ricaki Jul 2016;7/25/16;3;0
D102;Kisembo;;-4,664908;17,965664;Village;Ricaki Jul 2016;7/25/16;3;0
D103;Kisembo;;-4,665417;17,967067;Village;Ricaki Jul 2016;7/25/16;3;0
D103;Kisembo;;-4,665417;17,967067;Village;Ricaki Jul 2016;7/25/16;3;0
D103;Kisembo;;-4,665417;17,967067;Village;Ricaki Jul 2016;7/25/16;3;0
D104;Kisembo;;-4,665383;17,970729;Village edge path to FP;Ricaki Jul 2016;7/25/16;3;1
D104;Kisembo;;-4,665383;17,970729;Village edge path to FP;Ricaki Jul 2016;7/25/16;3;1
D104;Kisembo;;-4,665383;17,970729;Village edge path to FP;Ricaki Jul 2016;7/25/16;3;1
D105;Kisembo;;-4,668012;17,979158;Fishpond;Ricaki Jul 2016;7/25/16;3;3
D105;Kisembo;;-4,668012;17,979158;Fishpond;Ricaki Jul 2016;7/25/16;3;3
D105;Kisembo;;-4,668012;17,979158;Fishpond;Ricaki Jul 2016;7/25/16;3;3
D106;Kisembo;;-4,668016;17,979603;Fishpond;Ricaki Jul 2016;7/25/16;3;3
D106;Kisembo;;-4,668016;17,979603;Fishpond;Ricaki Jul 2016;7/25/16;3;3
D106;Kisembo;;-4,668016;17,979603;Fishpond;Ricaki Jul 2016;7/25/16;3;3
D107;Kisembo;;-4,669073;17,980391;Fishpond;Ricaki Jul 2016;7/25/16;3;2
D107;Kisembo;;-4,669073;17,980391;Fishpond;Ricaki Jul 2016;7/25/16;3;2
D107;Kisembo;;-4,669073;17,980391;Fishpond;Ricaki Jul 2016;7/25/16;3;2
D108;Kisembo;;-4,669703;17,981319;Fishpond;Ricaki Jul 2016;7/25/16;3;5
D108;Kisembo;;-4,669703;17,981319;Fishpond;Ricaki Jul 2016;7/25/16;3;5
D108;Kisembo;;-4,669703;17,981319;Fishpond;Ricaki Jul 2016;7/25/16;3;5
D2;KISEMBO;D;-4,6649;17,965767;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0
D3;KISEMBO;D;-4,665417;17,967067;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;5
D4;KISEMBO;D;-4,66585;17,970683;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;2
D5;KISEMBO;D;-4,668017;17,979183;FISH PONDS;IRD/JUNE 2016;6/5/16;1;0
D6;KISEMBO;D;-4,668117;17,979667;FISH PONDS;IRD/JUNE 2016;6/5/16;1;7
D7;KISEMBO;D;-4,669133;17,98035;FISH PONDS;IRD/JUNE 2016;6/5/16;1;6
D8;KISEMBO;D;-4,66955;17,982017;FISH PONDS;IRD/JUNE 2016;6/5/16;1;0
D9;KISEMBO;D;-4,676667;17,991833;FISH PONDS/RIVER;IRD/JUNE 2016;6/8/16;1;19
DUN01;Dunda;;-4,546244;17,680927;River;Inzia T0;7/9/17;1;1
DUN02;Dunda;;-4,546063;17,680905;River;Inzia T0;7/9/17;1;0
DUN03;Dunda;;-4,545711;17,680849;River;Inzia T0;7/9/17;1;0
DUN04;Dunda;;-4,545513;17,680855;River;Inzia T0;7/9/17;1;0
DUN05;Dunda;;-4,546423;17,681156;River;Inzia T0;7/9/17;1;0
DUN06;Dunda;;-4,546441;17,681449;River;Inzia T0;7/9/17;1;0
DUN07;Dunda;;-4,546382;17,681664;River;Inzia T0;7/9/17;1;0
DUN08;Dunda;;-4,546236;17,6821;River;Inzia T0;7/9/17;1;0
E1;NGONDI;E;-4,611617;17,967167;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;23
E10;NGONDI;E;-4,634117;18,00165;FISH PONDS;IRD/JUNE 2016;6/5/16;1;21
E101;Ngondi;;-4,6116;17,967103;Village;Ricaki Jul 2016;7/25/16;2;0
E101;Ngondi;;-4,6116;17,967103;Village;Ricaki Jul 2016;7/25/16;2;0
E102;Ngondi;;-4,610995;17,966268;Village;Ricaki Jul 2016;7/25/16;2;0
E102;Ngondi;;-4,610995;17,966268;Village;Ricaki Jul 2016;7/25/16;2;0
E103;Ngondi;;-4,610611;17,96669;Village;Ricaki Jul 2016;7/25/16;2;0
E103;Ngondi;;-4,610611;17,96669;Village;Ricaki Jul 2016;7/25/16;2;0
E104;Ngondi;;-4,610887;17,970495;Village;Ricaki Jul 2016;7/25/16;2;0
E104;Ngondi;;-4,610887;17,970495;Village;Ricaki Jul 2016;7/25/16;2;0
E105;Ngondi;;-4,609635;17,972726;Village;Ricaki Jul 2016;7/25/16;2;0
E105;Ngondi;;-4,609635;17,972726;Village;Ricaki Jul 2016;7/25/16;2;0
E106;Ngondi;;-4,668117;17,979667;Way out;Ricaki Jul 2016;7/25/16;2;0
E106;Ngondi;;-4,668117;17,979667;Way out;Ricaki Jul 2016;7/25/16;2;0
E11;NGONDI;E;-4,635033;17,99725;CASSAVA;IRD/JUNE 2016;6/8/16;1;0
E12;NGONDI;E;-4,63045;17,993317;CASSAVA;IRD/JUNE 2016;6/8/16;1;0
E198;Ngondi;;-4,615751;17,965933;Village;Ricaki Jul 2016;7/25/16;2;0
E198;Ngondi;;-4,615751;17,965933;Village;Ricaki Jul 2016;7/25/16;2;0
E199;Ngondi;;-4,61629;17,965513;Village;Ricaki Jul 2016;7/25/16;2;0
E199;Ngondi;;-4,61629;17,965513;Village;Ricaki Jul 2016;7/25/16;2;0
E2;NGONDI;E;-4,611017;17,966283;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0
E3;NGONDI;E;-4,610617;17,966733;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;1
E4;NGONDI;E;-4,610517;17,970533;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;13
E5;NGONDI;E;-4,6096;17,972767;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;4
E6;NGONDI;E;-4,609933;17,974933;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0
E7;NGONDI;E;-4,616317;17,982217;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0
E8;NGONDI;E;-4,615783;17,982667;HILL/VILLAGE;IRD/JUNE 2016;6/5/16;1;0
E9;NGONDI;E;-4,626833;17,15225;SAVAN H;IRD/JUNE 2016;6/5/16;1;1
F1;YASSA;F;-4,501333;17,978517;FISH PONDS;IRD/JUNE 2016;6/8/16;1;0
F2;YASSA;F;-4,5017;17,9796;FISH PONDS;IRD/JUNE 2016;6/8/16;1;0
G1;KINGOMBE NORTH;G;-4,290683;17,979483;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;13
G102;Kingombe North;;-4,288349;17,982302;Village;Ricaki Jul 2016;7/30/16;3;0
G102;Kingombe North;;-4,288349;17,982302;Village;Ricaki Jul 2016;7/30/16;3;0
G102;Kingombe North;;-4,288349;17,982302;Village;Ricaki Jul 2016;7/30/16;3;0
