Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total
G103;Kingombe North;;-4,287885;17,983871;Village;Ricaki Jul 2016;7/30/16;3;0
G103;Kingombe North;;-4,287885;17,983871;Village;Ricaki Jul 2016;7/30/16;3;0
G103;Kingombe North;;-4,287885;17,983871;Village;Ricaki Jul 2016;7/30/16;3;0
G104;Kingombe North;;-4,283277;17,979869;Village;Ricaki Jul 2016;7/30/16;3;0
G104;Kingombe North;;-4,283277;17,979869;Village;Ricaki Jul 2016;7/30/16;3;0
G104;Kingombe North;;-4,283277;17,979869;Village;Ricaki Jul 2016;7/30/16;3;0
G196;Kingombe North;;-4,282891;17,966165;Fishpond;Torr visit August 2016;8/19/16;1;2
G197;Kingombe North;;-4,29624;17,960543;Fishpond;Ricaki Jul 2016;7/30/16;3;0
G197;Kingombe North;;-4,29624;17,960543;Fishpond;Ricaki Jul 2016;7/30/16;3;0
G197;Kingombe North;;-4,29624;17,960543;Fishpond;Ricaki Jul 2016;7/30/16;3;0
G198;Kingombe North;;-4,285416;17,964941;Fishpond;Ricaki Jul 2016;7/30/16;2;7
G198;Kingombe North;;-4,285416;17,964941;Fishpond;Ricaki Jul 2016;7/30/16;2;7
G199;Kingombe North;;-4,284016;17,963858;Fishpond;Ricaki Jul 2016;7/30/16;3;7
G199;Kingombe North;;-4,284016;17,963858;Fishpond;Ricaki Jul 2016;7/30/16;3;7
G199;Kingombe North;;-4,284016;17,963858;Fishpond;Ricaki Jul 2016;7/30/16;3;7
G2;KINGOMBE NORTH;G;-4,28835;17,982333;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;11
G202;Kingombe North;;-4,284485;17,97595;;FebMar 2017;3/1/17;1;1
G3;KINGOMBE NORTH;G;-4,28785;17,98385;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;1
G4;KINGOMBE NORTH;G;-4,283267;17,979817;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;0
G5;KINGOMBE NORTH;G;-4,2867;17,977667;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;0
G6;KINGOMBE NORTH;G;-4,287517;17,9763;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;0
G7;KINGOMBE NORTH;G;-4,29615;17,960617;HILL/VILLAGE;IRD/JUNE 2016;6/8/16;1;2
GON01;Gongo;;-4,400108;17,703311;River;FebMar 2017;3/15/17;1;2
GON02;Gongo;;-4,400593;17,703042;River;FebMar 2017;3/15/17;1;0
GON03;Gongo;;-4,401063;17,702855;River;FebMar 2017;3/15/17;1;0
GON04;Gongo;;-4,401435;17,702697;River;FebMar 2017;3/15/17;1;0
GON05;Gongo;;-4,405885;17,699738;River;FebMar 2017;3/15/17;1;0
GON06;Gongo;;-4,404724;17,700316;River;FebMar 2017;3/15/17;1;0
GON07;Gongo;;-4,404547;17,700409;River;FebMar 2017;3/15/17;1;1
GON08;Gongo;;-4,404099;17,699845;Path;FebMar 2017;3/15/17;1;0
GON09;Gongo;;-4,403618;17,699496;Village;FebMar 2017;3/15/17;1;0
GON10;Gongo;;-4,403256;17,7008;River;FebMar 2017;3/15/17;1;0
GON11;Gongo;;-4,402694;17,700948;River;FebMar 2017;3/15/17;1;0
GON12;Gongo;;-4,402222;17,701151;River;FebMar 2017;3/15/17;1;0
GON13;Gongo;;-4,400843;17,70119;Path;FebMar 2017;3/15/17;1;0
GON14;Gongo;;-4,400882;17,701573;River;FebMar 2017;3/15/17;1;0
GON15;GONGO;;-4,399986;17,703344;River;May 2017 Survey;5/13/17;2;1
GON15;GONGO;;-4,399986;17,703344;River;May 2017 Survey;5/13/17;2;1
GON16;GONGO;;-4,399561;17,703376;River;May 2017 Survey;5/13/17;2;0
GON16;GONGO;;-4,399561;17,703376;River;May 2017 Survey;5/13/17;2;0
GON17;GONGO;;-4,400583;17,702978;River;May 2017 Survey;5/13/17;2;0
GON17;GONGO;;-4,400583;17,702978;River;May 2017 Survey;5/13/17;2;0
GON18;GONGO;;-4,401076;17,702812;River;May 2017 Survey;5/13/17;2;0
GON18;GONGO;;-4,401076;17,702812;River;May 2017 Survey;5/13/17;2;0
GON19;GONGO;;-4,40182;17,702451;River;May 2017 Survey;5/13/17;2;0
GON19;GONGO;;-4,40182;17,702451;River;May 2017 Survey;5/13/17;2;0
GON20;GONGO;;-4,40248;17,702241;River;May 2017 Survey;5/13/17;2;0
GON20;GONGO;;-4,40248;17,702241;River;May 2017 Survey;5/13/17;2;0
GON21;GONGO;;-4,403296;17,701841;River;May 2017 Survey;5/13/17;2;0
GON21;GONGO;;-4,403296;17,701841;River;May 2017 Survey;5/13/17;2;0
GON22;GONGO;;-4,399141;17,703469;River;May 2017 Survey;5/13/17;2;0
GON22;GONGO;;-4,399141;17,703469;River;May 2017 Survey;5/13/17;2;0
H1;MOKAMO;H;-4,3141;17,9505;RIVER/VILLAGE;IRD/JUNE 2016;6/8/16;1;1
H197;Mokamo;;-4,33434;17,949901;Village;Ricaki Jul 2016;7/30/16;2;2
H197;Mokamo;;-4,33434;17,949901;Village;Ricaki Jul 2016;7/30/16;2;2
H198;Mokamo;;-4,323954;17,948197;Village;Ricaki Jul 2016;7/30/16;1;0
H199;Mokamo;;-4,323407;17,947825;Village;Ricaki Jul 2016;7/30/16;1;0
H2;MOKAMO;H;-4,318417;17,93485;RIVER/VILLAGE;IRD/JUNE 2016;6/8/16;1;0
H201;Mokamo;;-4,318766;17,950994;;FebMar 2017;3/1/17;1;0
H3;MOKAMO;H;-4,319217;17,934683;VILLAGE;IRD/JUNE 2016;6/8/16;1;1
H4;MOKAMO;H;-4,325517;17,949733;VILLAGE;IRD/JUNE 2016;6/8/16;1;0
H5;MOKAMO;H;-4,325383;17,947633;VILLAGE;IRD/JUNE 2016;6/8/16;1;1
I1;MISSIMBIDI;I;-4,371067;17,805467;HILL/VILLAGE;IRD/JUNE 2016;6/10/16;1;0
I2;MISSIMBIDI;I;-4,371561;17,80675;HILL/VILLAGE;IRD/JUNE 2016;6/10/16;1;0
I3;MISSIMBIDI;I;-4,37215;17,806917;HILL/VILLAGE;IRD/JUNE 2016;6/10/16;1;0
I4;MISSIMBIDI;I;-4,37495;17,8076;HILL/VILLAGE;IRD/JUNE 2016;6/10/16;1;0
I5;MISSIMBIDI;I;-4,36935;17,81205;CASSAVA;IRD/JUNE 2016;6/10/16;1;0
ING01;INGELE;;-4,272157;17,864245;River;May 2017 Survey;5/16/17;2;0
ING01;INGELE;;-4,272157;17,864245;River;May 2017 Survey;5/16/17;2;0
ING02;INGELE;;-4,27144;17,864153;River;May 2017 Survey;5/16/17;2;1
ING02;INGELE;;-4,27144;17,864153;River;May 2017 Survey;5/16/17;2;1
ING03;INGELE;;-4,270196;17,864031;River;May 2017 Survey;5/16/17;2;2
ING03;INGELE;;-4,270196;17,864031;River;May 2017 Survey;5/16/17;2;2
ING04;INGELE;;-4,26975;17,863888;River;May 2017 Survey;5/16/17;2;0
ING04;INGELE;;-4,26975;17,863888;River;May 2017 Survey;5/16/17;2;0
ING05;INGELE;;-4,268472;17,863964;River;May 2017 Survey;5/16/17;2;4
ING05;INGELE;;-4,268472;17,863964;River;May 2017 Survey;5/16/17;2;4
ING06;INGELE;;-4,272383;17,864239;River;May 2017 Survey;5/16/17;2;6
ING06;INGELE;;-4,272383;17,864239;River;May 2017 Survey;5/16/17;2;6
ING07;INGELE;;-4,272984;17,864216;River;May 2017 Survey;5/16/17;2;0
ING07;INGELE;;-4,272984;17,864216;River;May 2017 Survey;5/16/17;2;0
ING08;INGELE;;-4,274238;17,864258;River;May 2017 Survey;5/16/17;2;2
ING08;INGELE;;-4,274238;17,864258;River;May 2017 Survey;5/16/17;2;2
J1;KINGOMADIBU;J;-4,356683;17,767133;RIVER;IRD/JUNE 2016;6/10/16;1;1
J2;KINGOMADIBU;J;-4,35885;17,767967;CASSAVA;IRD/JUNE 2016;6/10/16;1;0
J3;KINGOMADIBU;J;-4,3552;17,767467;VILLAGE;IRD/JUNE 2016;6/10/16;1;0
J4;KINGOMADIBU;J;-4,359767;17,782767;CASSAVA;IRD/JUNE 2016;6/10/16;1;0
J5;KINGOMADIBU;J;-4,3638;17,792233;FOREST;IRD/JUNE 2016;6/10/16;1;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF01;Kafi bridge;;-4,549783;17,978967;;T0;7/2/15;9;0
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF02;Kafi bridge;;-4,550542;17,978408;;T0;7/2/15;9;2
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF03;Kafi bridge;;-4,550427;17,978137;;T0;7/2/15;9;3
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF04;Kafi bridge;;-4,550948;17,977682;;T0;7/2/15;9;0
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF05;Kafi bridge;;-4,551442;17,977427;;T0;7/2/15;9;1
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF06;Kafi bridge;;-4,551188;17,977923;;T0;7/2/15;9;9
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF07;Kafi bridge;;-4,551037;17,978605;;T0;7/2/15;9;2
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KAF08;Kafi bridge;;-4,551147;17,979022;;T0;7/2/15;9;3
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB01;Kimbumba;;-4,566563;18,001027;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB02;Kimbumba;;-4,566602;18,000598;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB03;Kimbumba;;-4,566043;18,000448;;T0;7/3/15;8;0
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB04;Kimbumba;;-4,565588;18,000453;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB05;Kimbumba;;-4,565275;18,000077;;T0;7/3/15;8;1
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB06;Kimbumba;;-4,564875;17,999742;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB07;Kimbumba;;-4,56454;17,999102;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB08;Kimbumba;;-4,56421;17,998977;;T0;7/3/15;8;0
KBB1;KIMBUMBA;;-4,691444;17,948933;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB1;KIMBUMBA;;-4,691444;17,948933;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB2;KIMBUMBA;;-4,580666;17,981842;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB2;KIMBUMBA;;-4,580666;17,981842;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB3;KIMBUMBA;;-4,581253;17,982522;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB3;KIMBUMBA;;-4,581253;17,982522;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB4;KIMBUMBA;;-4,58195;17,983093;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB4;KIMBUMBA;;-4,58195;17,983093;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB5;KIMBUMBA;;-4,578566;17,974994;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB5;KIMBUMBA;;-4,578566;17,974994;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB6;KIMBUMBA;;-4,579166;17,974324;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB6;KIMBUMBA;;-4,579166;17,974324;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB7;KIMBUMBA;;-4,579968;17,973921;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB7;KIMBUMBA;;-4,579968;17,973921;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB8;KIMBUMBA;;-4,580787;17,974304;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBB8;KIMBUMBA;;-4,580787;17,974304;Village;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL01;Kimbili CKE;;-4,525927;17,934653;;T0;7/15/15;9;5
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL02;Kimbili CKE;;-4,525587;17,934652;;T0;7/15/15;9;1
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL03;Kimbili CKE;;-4,525053;17,934635;;T0;7/15/15;9;0
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL04;Kimbili CKE;;-4,527378;17,934392;;T0;7/15/15;9;1
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL05;Kimbili CKE;;-4,526083;17,934067;;T0;7/15/15;9;4
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL06;Kimbili CKE;;-4,5266;17,93415;;T0;7/15/15;9;0
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL07;Kimbili CKE;;-4,526467;17,934633;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KBL08;Kimbili CKE;;-4,527767;17,934017;;T0;7/15/15;9;1
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01;Kingombe HPK;;-4,708443;17,884338;;T0;7/14/15;9;2
KGB01R;Kingombe HPK;;-4,704782;17,885273;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB01R;Kingombe HPK;;-4,704782;17,885273;Pond;PAUL AND RICHARDS' VILLAGES;10/28/16;2;0
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
KGB02;Kingombe HPK;;-4,709088;17,884698;;T0;7/14/15;9;3
