Site;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
KGB07;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,00543748776731914;Lukula;0;374;374;0
KGB07;T7;4/30/17;5/2/17;IN;0;0;0;;0,00543748776731914;Lukula;0;374;374;0
KGB07;T4;7/26/16;7/28/16;IN;0;0;0;;0,00543748776731914;Lukula;0;374;374;0
KGB07;T8;7/19/17;7/21/17;IN;0;0;0;;0,00543748776731914;Lukula;0;374;374;0
KGB07R;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;0,400844723766107;Lukula;9;375;374;1
KGB07R;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;0,38359678106342;Lukula;11;375;374;1
KGB08;T7;4/30/17;5/2/17;IN;0;0;0;;0,0106223688092932;Lukula;0;374;374;0
KGB08;T6;2/11/17;2/13/17;IN;0;0;0;;0,0106223688092932;Lukula;0;374;374;0
KGB08;T0;7/14/15;7/16/15;IN;0;0;0;; ; ; ;374; ; 
KGB08;T2;2/4/16;2/6/16;IN;0;0;0;;0,0116214287492923;Lukula;0;374;374;0
KGB08;T3;4/25/16;4/27/16;IN;0;0;0;;0,0116214287492923;Lukula;0;374;374;0
KGB08;T4;7/26/16;7/28/16;IN;0;0;0;;0,0116214287492923;Lukula;0;374;374;0
KGB08;T1;11/14/15;11/16/15;IN;0;0;0;;0,0191333336708518;Lukula;0;374;374;0
KGB08;T8;7/19/17;7/21/17;IN;0;0;0;;0,00739702587837286;Lukula;0;374;374;0
KGB08;T5;11/1/16;11/3/16;3 deployments;0;0;0;;0,0106223688092932;Lukula;0;374;374;0
KGB08R;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;0,387407500641644;Lukula;4;374;374;0
KGB08R;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;0,371757508217005;Lukula;2;374;374;0
KIB01;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,6589404777757;Lukula;4581;361;354;7
KIB01;Inzia T0;7/9/17;7/11/17;OUT;0;1;0;;23,6589404777757;Lukula;4581;361;354;7
KIB02;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,6925802313655;Lukula;4563;360;354;6
KIB02;Inzia T0;7/9/17;7/11/17;OUT;1;0;0;;23,6925802313655;Lukula;4563;360;354;6
KIB03;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,7139710578986;Lukula;4539;362;354;8
KIB03;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,7139710578986;Lukula;4539;362;354;8
KIB04;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,7147072394862;Lukula;4626;360;354;6
KIB04;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,7147072394862;Lukula;4626;360;354;6
KIB05;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,6896057128885;Lukula;4706;358;354;4
KIB05;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,6896057128885;Lukula;4706;358;354;4
KIB06;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,7772118663746;Lukula;4588;358;354;4
KIB06;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,7772118663746;Lukula;4588;358;354;4
KIB07;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,7999297134482;Lukula;4557;358;354;4
KIB07;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,7999297134482;Lukula;4557;358;354;4
KIB08;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;23,8495396075699;Lukula;4546;358;354;4
KIB08;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,8495396075699;Lukula;4546;358;354;4
KIB09;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,8837637339106;Lukula;4618;358;354;4
KIB1;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;4,95057519254412;Lukula;691;475;367;108
KIB1;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;4,95057519254412;Lukula;691;475;367;108
KIB10;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;23,9120960256165;Lukula;4552;358;354;4
KIB2;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;4,95071400922289;Lukula;467;474;367;107
KIB2;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;4,95071400922289;Lukula;467;474;367;107
KIB3;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;4,97684701498046;Lukula;862;469;367;102
KIB3;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;4,97684701498046;Lukula;862;469;367;102
KIB4;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;5,07775243006086;Lukula;858;463;367;96
KIB4;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;5,07775243006086;Lukula;858;463;367;96
KIB5;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;5,79603106274968;Kafi;442;379;365;14
KIB5;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;5,79603106274968;Kafi;442;379;365;14
KIB6;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;5,70401167283626;Kafi;416;379;365;14
KIB6;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;5,70401167283626;Kafi;416;379;365;14
KIB7;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;5,60939287788243;Kafi;416;379;365;14
KIB7;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;5,60939287788243;Kafi;416;379;365;14
KIB8;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Case;0;0;0;;5,52212261602332;Kafi;396;379;365;14
KIB8;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Case;0;0;0;;5,52212261602332;Kafi;396;379;365;14
KII01;Inzia T0;7/14/17;7/16/17;OUT;2;2;0;;2,99340734624381;Lukula;159;343;346;-3
KII01F;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,2116779450852;Lukula;2987;371;354;17
KII02;Inzia T0;7/14/17;7/16/17;OUT;4;1;0;;2,99554322119677;Lukula;165;343;346;-3
KII02F;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,2708264249996;Lukula;3065;374;354;20
KII03;Inzia T0;7/14/17;7/16/17;OUT;1;0;0;;2,99456125117406;Lukula;168;342;346;-4
KII03F;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,3062143854027;Lukula;3147;370;354;16
KII04;Inzia T0;7/14/17;7/16/17;OUT;4;6;0;;2,99354651971628;Lukula;181;343;346;-3
KII04F;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,3225446244799;Lukula;3104;366;354;12
KII05;Inzia T0;7/14/17;7/16/17;OUT;0;3;0;;2,97474685570229;Lukula;187;347;346;1
KII05F;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,3601709994057;Lukula;3050;361;354;7
KII06;Inzia T0;7/14/17;7/16/17;OUT;0;3;0;;2,47227223900862;Lukula;92;344;346;-2
KII06F;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,3866044185011;Lukula;3105;361;354;7
KII07;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,4152024959535;Lukula;3097;361;354;7
KII08;FebMar 2017;3/20/17;3/22/17;OUT;0;0;0;FP for Kiboko I & II;14,4626430758015;Lukula;2993;360;355;5
KIM01;Selby August 2016;8/27/16;8/28/16;;0;0;0;;5,68333341453404;Lukula;441;419;350;69
KIM02;Selby August 2016;8/27/16;8/28/16;;0;0;0;;5,82674821464003;Lukula;227;421;350;71
KIM03;Selby August 2016;8/27/16;8/28/16;; ; ; ;Trap removed;5,90758970892912;Lukula;233;421;350;71
KIM04;Selby August 2016;8/27/16;8/28/16;;0;0;0;;5,728434513472;Lukula;220;424;350;74
KIM05;Selby August 2016;8/27/16;8/28/16;;0;0;0;;5,67791536036785;Lukula;233;419;350;69
KIM06;Selby August 2016;8/27/16;8/28/16;;0;0;0;;4,78673460410628;Lukula;323;353;350;3
KIM07;Selby August 2016;8/27/16;8/28/16;;0;0;0;;4,73198736734875;Lukula;410;352;350;2
KIM08;Selby August 2016;8/27/16;8/28/16;;0;0;0;;4,65351202667471;Lukula;474;354;350;4
KIM09;Selby August 2016;8/27/16;8/28/16;;0;0;0;;4,57358944614595;Lukula;449;357;350;7
KIM1;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,44076041150173;Lukula;366;472;374;98
KIM1;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,43304202430086;Lukula;391;472;374;98
KIM2;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,66537180950147;Kafi;142;369;365;4
KIM2;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,66537180950147;Kafi;142;369;365;4
KIM3;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,56637047743011;Kafi;140;369;365;4
KIM3;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;1;0;;2,56637047743011;Kafi;140;369;365;4
KIM4;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,4716241206233;Kafi;146;369;365;4
KIM4;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;trap was in water when we arrived but had only just been cut down by kids (saw them do it);2,4716241206233;Kafi;146;369;365;4
KIM5;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,61644757213608;Kafi;229;436;365;71
KIM5;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,61644757213608;Kafi;229;436;365;71
KIM6;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,71528812306614;Kafi;233;440;365;75
KIM6;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,71528812306614;Kafi;233;440;365;75
KIM7;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,81366539285989;Kafi;252;441;365;76
KIM7;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,81366539285989;Kafi;252;441;365;76
KIM8;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,91309375774572;Kafi;251;440;365;75
KIM8;PAUL AND RICHARDS' VILLAGES;5/11/17;5/13/17;Control;0;0;0;;2,91309375774572;Kafi;251;440;365;75
KIN01;Inzia T0;7/9/17;7/11/17;OUT;3;1;0;;14,8160120902493;Lukula;1403;351;355;-4
KIN01;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;14,8160120902493;Lukula;1403;351;355;-4
KIN02;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;14,9066905315323;Lukula;1429;352;355;-3
KIN02;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;14,9066905315323;Lukula;1429;352;355;-3
KIN03;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;14,9498225305128;Lukula;1433;352;355;-3
KIN03;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;14,9498225305128;Lukula;1433;352;355;-3
KIN04;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;14,7972877155135;Lukula;1425;351;355;-4
KIN04;May 2017 Survey;5/13/17;5/15/17;OUT;0;1;0;;14,7972877155135;Lukula;1425;351;355;-4
KIN05;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;14,7623183024966;Lukula;1051;351;355;-4
KIN05;May 2017 Survey;5/13/17;5/15/17;OUT;0;2;0;;14,7623183024966;Lukula;1051;351;355;-4
KIN06;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;14,7621050359077;Lukula;1049;351;355;-4
KIN06;Inzia T0;7/9/17;7/11/17;OUT;0;2;1;;14,7621050359077;Lukula;1049;351;355;-4
KIN07;Inzia T0;7/9/17;7/11/17;OUT;0;0;0;;14,7488571988541;Lukula;1002;351;355;-4
KIN07;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;;14,7488571988541;Lukula;1002;351;355;-4
KIN08;Inzia T0;7/9/17;7/11/17;OUT;5;6;0;;14,7190684497238;Lukula;894;351;355;-4
KIN08;May 2017 Survey;5/13/17;5/15/17;OUT;0;1;0;;14,7190684497238;Lukula;894;351;355;-4
KIT1;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,45420375824241;Lukula;1721;392;352;40
KIT1;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,45420375824241;Lukula;1721;392;352;40
KIT2;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,44736639516674;Lukula;1743;391;352;39
KIT2;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,44736639516674;Lukula;1743;391;352;39
KIT3;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,38326297488278;Lukula;1667;391;352;39
KIT3;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,38326297488278;Lukula;1667;391;352;39
KIT4;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,38495626703639;Lukula;1716;398;352;46
KIT4;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,38495626703639;Lukula;1716;398;352;46
KIT5;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,28768048699605;Lukula;1465;509;353;156
KIT5;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,29237820189102;Lukula;1463;509;353;156
KIT6;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,38669594190454;Lukula;1482;510;353;157
KIT6;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,39138195760285;Lukula;1492;510;353;157
KIT7;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,47871125384074;Lukula;1475;510;353;157
KIT7;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,48343112899963;Lukula;1463;510;353;157
KIT8;PAUL AND RICHARDS' VILLAGES;5/15/17;5/17/17;Control;0;0;0;;9,57389903825955;Lukula;1450;510;353;157
KIT8;PAUL AND RICHARDS' VILLAGES;10/29/16;10/31/16;Control;0;0;0;;9,57864722392574;Lukula;1460;510;353;157
KIV01;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,8340767052536;Kafi;2268;590;390;200
KIV02;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,8014451169441;Kafi;2115;441;382;59
KIV03;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,9016270123051;Kafi;2201;443;382;61
KIV04;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,9604421604207;Kafi;1809;441;390;51
KIV05;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,1141807815909;Kafi;1943;549;390;159
KIV06;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,1142163586743;Kafi;2064;554;390;164
KIV07;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,0303692579262;Kafi;2044;560;390;170
KIV08;Selby August 2016;8/26/16;8/29/16;;0;0;0;;13,9632168525836;Kafi;2078;562;390;172
KIV09;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,2750765153797;Kafi;2409;455;390;65
KIV10;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,34786252539;Kafi;2413;449;390;59
KIV11;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,4787508609226;Kafi;2333;443;390;53
KIV12;Selby August 2016;8/26/16;8/29/16;;0;0;0;;15,2330140167075;Kafi;2285;449;390;59
KIV13;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,2412527037591;Kafi;2104;556;390;166
KIV14;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,2017643850111;Kafi;2077;553;390;163
KIV15;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,2022350815288;Kafi;1912;550;390;160
KIV16;Selby August 2016;8/26/16;8/29/16;;0;0;0;;14,1175700541193;Kafi;2153;559;390;169
KPT01;T8;7/19/17;7/21/17;OUT;0;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T7;4/30/17;5/2/17;OUT;0;1;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T1;11/28/15;11/30/15;OUT;0;1;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T6;2/11/17;2/13/17;OUT;2;1;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T0;9/15/15;9/16/15;OUT;0;2;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T4;7/27/16;7/29/16;OUT;0;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T5;11/1/16;11/3/16;OUT;0;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT01;T3;4/26/16;4/28/16;OUT;1;0;0;;3,69470022874454;Kafi;537;387;382;5
KPT02;T1;11/28/15;11/30/15;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;T5;11/1/16;11/3/16;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;T8;7/19/17;7/21/17;OUT;1;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;T3;4/26/16;4/28/16;OUT;0;2;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;T4;7/27/16;7/29/16;OUT; ; ; ;Missing;3,67179749741979;Kafi;515;387;382;5
KPT02;T0;9/15/15;9/16/15;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;T6;2/11/17;2/13/17;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT02;T7;4/30/17;5/2/17;OUT;0;0;0;;3,67179749741979;Kafi;515;387;382;5
KPT03;T1;11/28/15;11/30/15;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;T0;9/15/15;9/16/15;OUT;1;2;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;T3;4/26/16;4/28/16;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;T5;11/1/16;11/3/16;OUT;0;1;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;T7;4/30/17;5/2/17;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;T6;2/11/17;2/13/17;OUT; ; ; ;Missing;3,5877966320946;Kafi;495;387;382;5
KPT03;T8;7/19/17;7/21/17;OUT;5;1;0;;3,5877966320946;Kafi;495;387;382;5
KPT03;T4;7/27/16;7/29/16;OUT;0;0;0;;3,5877966320946;Kafi;495;387;382;5
KPT04;T7;4/30/17;5/2/17;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T1;11/28/15;11/30/15;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T0;9/15/15;9/16/15;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T5;11/1/16;11/3/16;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T4;7/27/16;7/29/16;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T8;7/19/17;7/21/17;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T3;4/26/16;4/28/16;OUT;0;0;0;;3,30523537831058;Kafi;437;387;382;5
KPT04;T6;2/11/17;2/13/17;OUT; ; ; ;Missing;3,30523537831058;Kafi;437;387;382;5
KPT05;T7;4/30/17;5/2/17;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T4;7/27/16;7/29/16;OUT;0;1;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T1;11/28/15;11/30/15;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T6;2/11/17;2/13/17;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T3;4/26/16;4/28/16;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T0;9/15/15;9/16/15;OUT;0;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T8;7/19/17;7/21/17;OUT;1;0;0;;3,29171366227018;Kafi;431;387;382;5
KPT05;T5;11/1/16;11/3/16;OUT;0;1;0;;3,29171366227018;Kafi;431;387;382;5
KPT06;T7;4/30/17;5/2/17;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T6;2/11/17;2/13/17;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T5;11/1/16;11/3/16;OUT;1;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T4;7/27/16;7/29/16;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T0;9/15/15;9/16/15;OUT;1;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T3;4/26/16;4/28/16;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T1;11/28/15;11/30/15;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT06;T8;7/19/17;7/21/17;OUT;0;0;0;;3,14218819627343;Kafi;351;387;382;5
KPT07;T8;7/19/17;7/21/17;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T7;4/30/17;5/2/17;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T0;9/15/15;9/16/15;OUT;0;1;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T6;2/11/17;2/13/17;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T1;11/28/15;11/30/15;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T4;7/27/16;7/29/16;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T3;4/26/16;4/28/16;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT07;T5;11/1/16;11/3/16;OUT;0;0;0;;3,1526629615573;Kafi;337;387;382;5
KPT08;T3;4/26/16;4/28/16;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;T8;7/19/17;7/21/17;OUT;1;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;T4;7/27/16;7/29/16;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;T6;2/11/17;2/13/17;OUT;0;1;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;T7;4/30/17;5/2/17;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KPT08;T0;9/15/15;9/16/15;OUT;0;0;0;;2,99560471796732;Kafi;327;397;382;15
KPT08;T1;11/28/15;11/30/15;OUT;0;0;0;;2,99560471796732;Kafi;327;397;382;15
KPT08;T5;11/1/16;11/3/16;OUT;0;0;0;;2,99021178756416;Kafi;262;397;389;8
KW1;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,64187002323412;Lake Zwa;347;437;394;43
KW1;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,64187002323412;Lake Zwa;347;437;394;43
KW101;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,5807102842232;Lukula;1531;353;351;2
KW101A;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,5864304382442;Lukula;1626;353;351;2
KW101M;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,5807102842232;Lukula;1531;353;351;2
KW101MA;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,5864304382442;Lukula;1626;353;351;2
KW103;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,6078610054716;Lukula;1477;353;351;2
KW103;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6078610054716;Lukula;1477;353;351;2
KW104;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,639193760843;Lukula;1483;353;351;2
KW104;May 2017 Survey;5/13/17;5/15/17;OUT;0;1;0;PNLTHA trap;16,639193760843;Lukula;1483;353;351;2
KW105;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,5791853562311;Lukula;1788;353;351;2
KW105;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,5791853562311;Lukula;1788;353;351;2
KW106;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,4962689923522;Lukula;1830;353;351;2
KW106;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,4962689923522;Lukula;1830;353;351;2
KW107;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,7276433876156;Lukula;1776;353;351;2
KW107;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,7276433876156;Lukula;1776;353;351;2
KW108;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6850098994066;Lukula;1680;353;351;2
KW108;Inzia T0;7/10/17;7/12/17;OUT;0;0;0;;16,6850098994066;Lukula;1680;353;351;2
KW109;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6537349364895;Lukula;1644;353;351;2
KW110;May 2017 Survey;5/13/17;5/15/17;OUT;0;0;0;PNLTHA trap;16,6604806848892;Lukula;1687;353;351;2
KW2;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,69223269266382;Lake Zwa;386;418;394;24
KW2;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,69223269266382;Lake Zwa;386;418;394;24
KW3;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,66781026285994;Lake Zwa;368;406;394;12
KW3;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,66781026285994;Lake Zwa;368;406;394;12
KW4;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,68583961097891;Lake Zwa;341;407;394;13
KW4;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,68583961097891;Lake Zwa;341;407;394;13
KW5;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,62594492802648;Lake Zwa;354;402;394;8
KW5;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,62594492802648;Lake Zwa;354;402;394;8
KW6;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,58909115626504;Lake Zwa;300;404;394;10
KW6;PAUL AND RICHARDS' VILLAGES;10/28/16;10/30/16;Control;0;0;0;;2,58909115626504;Lake Zwa;300;404;394;10
KW7;PAUL AND RICHARDS' VILLAGES;5/16/17;5/18/17;Control;0;0;0;;2,56001618347834;Lake Zwa;272;398;394;4
