Site;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
1;Preliminary survey;1/12/15;1/13/15;;0;0;0;; ; ; ;415; ; 
2;Preliminary survey;1/12/15;1/13/15;;0;0;0;; ; ; ;414; ; 
3;Preliminary survey;1/12/15;1/13/15;;1;1;0;; ; ; ;414; ; 
4;Preliminary survey;1/12/15;1/13/15;; ; ; ;Fallen; ; ; ;418; ; 
5;Preliminary survey;1/13/15;1/14/15;;1;2;0;; ; ; ;387; ; 
6;Preliminary survey;1/13/15;1/14/15;;0;0;0;; ; ; ;387; ; 
7;Preliminary survey;1/13/15;1/14/15;;0;0;0;; ; ; ;387; ; 
8;Preliminary survey;1/13/15;1/14/15;;1;0;0;; ; ; ;387; ; 
9;Preliminary survey;1/13/15;1/14/15;;1;0;0;; ; ; ;412; ; 
10;Preliminary survey;1/13/15;1/14/15;;0;0;0;; ; ; ;450; ; 
11;Preliminary survey;2/4/15;2/6/15;;0;0;0;Bridge on main road; ; ; ;376; ; 
12;Preliminary survey;2/4/15;2/6/15;;0;0;0;Bridge on main road; ; ; ;376; ; 
13;Preliminary survey;2/4/15;2/6/15;;7;11;0;; ; ; ;390; ; 
14;Preliminary survey;2/4/15;2/6/15;;0;0;0;; ; ; ;390; ; 
15;Preliminary survey;2/4/15;2/6/15;;0;1;0;; ; ; ;390; ; 
16;Preliminary survey;2/4/15;2/6/15;;0;0;0;; ; ; ;390; ; 
17;Preliminary survey;2/4/15;2/6/15;;0;2;0;; ; ; ;405; ; 
18;Preliminary survey;2/4/15;2/6/15;;0;0;0;; ; ; ;419; ; 
19;Preliminary survey;2/4/15;2/6/15;;0;0;0;; ; ; ;374; ; 
20;Preliminary survey;2/4/15;2/6/15;;0;1;0;; ; ; ;374; ; 
21;Preliminary survey;2/4/15;2/6/15;;0;1;0;; ; ; ;374; ; 
22;Preliminary survey;2/4/15;2/6/15;;0;0;0;; ; ; ;379; ; 
23;Preliminary survey;2/4/15;2/6/15;;0;0;0;; ; ; ;379; ; 
24;Preliminary survey;2/5/15;2/7/15;;0;1;0;; ; ; ;367; ; 
25;Preliminary survey;2/5/15;2/7/15;;0;0;0;; ; ; ;367; ; 
26;Preliminary survey;2/5/15;2/7/15;;1;1;0;; ; ; ;367; ; 
27;Preliminary survey;2/5/15;2/7/15;;0;0;0;; ; ; ;367; ; 
28;Preliminary survey;2/5/15;2/7/15;;0;1;0;; ; ; ;369; ; 
29;Preliminary survey;2/5/15;2/7/15;;0;0;0;; ; ; ;367; ; 
30;Preliminary survey;2/5/15;2/7/15;;0;0;0;; ; ; ;370; ; 
31;Preliminary survey;2/9/15;2/11/15;;1;1;0;Two days rain; ; ; ;358; ; 
32;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
33;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
34;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
35;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
36;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
37;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
38;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
39;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
40;Preliminary survey;2/9/15;2/11/15;;2;0;0;Two days rain; ; ; ;358; ; 
41;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
42;Preliminary survey;2/9/15;2/11/15;;1;1;0;Two days rain; ; ; ;359; ; 
43;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;368; ; 
44;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;374; ; 
45;Preliminary survey;2/9/15;2/11/15;; ; ; ;Missing; ; ; ;392; ; 
46;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;399; ; 
47;Preliminary survey;2/9/15;2/11/15;;0;2;0;Two days rain; ; ; ;411; ; 
48;Preliminary survey;2/9/15;2/11/15;;2;0;0;Two days rain; ; ; ;365; ; 
49;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;365; ; 
50;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;354; ; 
51;Preliminary survey;2/9/15;2/11/15;;0;1;0;Two days rain; ; ; ;354; ; 
52;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;354; ; 
53;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;358; ; 
54;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;375; ; 
55;Preliminary survey;2/9/15;2/11/15;;0;0;0;Ants; ; ; ;386; ; 
56;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;398; ; 
57;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;405; ; 
58;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;410; ; 
59;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;412; ; 
60;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
61;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
62;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
63;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;357; ; 
64;Preliminary survey;2/12/15;2/14/15;;0;0;0;Ants; ; ; ;356; ; 
65;Preliminary survey;2/12/15;2/14/15;;1;0;0;Rain; ; ; ;354; ; 
66;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
67;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
68;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
69;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;357; ; 
70;Preliminary survey;2/16/15;2/18/15;;0;0;0;; ; ; ;350; ; 
71;Preliminary survey;2/16/15;2/18/15;;2;2;0;; ; ; ;350; ; 
72;Preliminary survey;2/16/15;2/18/15;;0;0;0;~40 m from Lukula; ; ; ;350; ; 
73;Preliminary survey;2/16/15;2/18/15;;0;0;0;~100 m from Lukula; ; ; ;350; ; 
74;Preliminary survey;2/16/15;2/18/15;;1;1;0;; ; ; ;350; ; 
75;Preliminary survey;2/16/15;2/18/15;;0;0;0;~400 m from Lukula; ; ; ;360; ; 
76;Preliminary survey;2/16/15;2/18/15;;0;0;0;~3.3 Km from small river; ; ; ;470; ; 
77;Preliminary survey;2/16/15;2/18/15;;0;0;0;~2.3 m from small river; ; ; ;420; ; 
78;Preliminary survey;2/16/15;2/18/15;;0;0;0;~1.7 Km from small river; ; ; ;401; ; 
79;Preliminary survey;2/16/15;2/18/15;;0;0;0;; ; ; ;372; ; 
80;Preliminary survey;2/16/15;2/18/15;;0;0;0;; ; ; ;377; ; 
81;Preliminary survey;2/16/15;2/18/15;;0;0;0;~40 m from small river; ; ; ;377; ; 
82;Preliminary survey;2/17/15;2/18/15;;0;0;0;; ; ; ;341; ; 
83;Preliminary survey;2/17/15;2/18/15;;2;1;0;; ; ; ;341; ; 
84;Preliminary survey;2/17/15;2/18/15;;1;0;0;~50 m from Lukula/Insia; ; ; ;341; ; 
85;Preliminary survey;2/17/15;2/18/15;;0;0;0;~125 m from Lukula/Insia; ; ; ;341; ; 
86;Preliminary survey;2/17/15;2/18/15;;0;0;0;~188 m from Lukula/Insia; ; ; ;351; ; 
87;Preliminary survey;2/17/15;2/18/15;;0;0;0;~262 m from Lukula/Insia; ; ; ;359; ; 
88;Preliminary survey;2/17/15;2/18/15;;0;0;0;~357 m from Lukula/Insia; ; ; ;369; ; 
89;Preliminary survey;2/17/15;2/18/15;;0;1;0;~457 m from Lukula/Insia; ; ; ;362; ; 
90;Preliminary survey;2/17/15;2/18/15;;0;1;0;~634 m from Lukula/Insia; ; ; ;362; ; 
91;Preliminary survey;2/17/15;2/18/15;;0;0;0;~808 m from Lukula/Insia; ; ; ;361; ; 
92;Preliminary survey;2/17/15;2/18/15;;0;0;0;~202 m from small river; ; ; ;404; ; 
93;Preliminary survey;2/17/15;2/18/15;;0;0;0;~144 m from small river; ; ; ;406; ; 
94;Preliminary survey;2/17/15;2/18/15;;0;0;0;~5 m from small river; ; ; ;399; ; 
95;Preliminary survey;2/17/15;2/18/15;;0;0;0;; ; ; ;399; ; 
96;Preliminary survey;2/17/15;2/18/15;;0;0;0;; ; ; ;399; ; 
97;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
98;Preliminary survey;2/19/15;2/21/15;;0;1;0;; ; ; ;373; ; 
99;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
100;Preliminary survey;2/19/15;2/21/15;;0;0;0;Small river; ; ; ;375; ; 
1001;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,55079708970757;Lukula;506;386;366;20
1002;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,52904465200749;Lukula;481;381;366;15
1003;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,55219131798607;Lukula;1069;392;367;25
1004;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,50444271465158;Lukula;1009;393;367;26
1005;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,42386368822875;Lukula;1054;386;367;19
1006;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,4302081423676;Lukula;1050;386;367;19
1007;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,49321453201391;Lukula;560;380;366;14
1008;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,54498893854556;Lukula;567;385;366;19
1009;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,56207479071932;Lukula;584;380;366;14
101;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
1010;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,55042466827499;Kafi;262;381;365;16
1011;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,54119641322248;Kafi;244;381;365;16
1012;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,51573089140952;Kafi;259;380;365;15
1013;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,05783611046866;Kafi;243;374;365;9
1014;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,05826182408059;Kafi;263;376;365;11
1015;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,90460402434134;Kafi;207;370;365;5
1016;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,88531812061279;Kafi;201;370;365;5
1017;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,93283417281014;Kafi;219;370;365;5
1018;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,92425724704398;Kafi;211;370;365;5
1019;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,95943480116765;Kafi;217;370;365;5
102;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;374; ; 
1020;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,58720726531661;Kafi;199;374;365;9
1021;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,57063328524733;Kafi;201;374;365;9
1022;Preliminary survey Trib;9/11/15;9/14/15;;0;1;0;;2,51709859721074;Kafi;177;374;365;9
1023;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,46767951238075;Kafi;201;374;365;9
1024;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,06356924272231;Kafi;59;371;368;3
1025;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,04191460785678;Kafi;71;373;368;5
1026;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;1,30958803086164;Kafi;26;374;368;6
1027;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;1,25445229803488;Kafi;32;372;368;4
1028;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,996215688337389;Kafi;26;368;368;0
1029;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,99721755470677;Kafi;20;368;368;0
103;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;374; ; 
1030;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,754932547582691;Kafi;16;366;368;-2
1031;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,733460354848766;Kafi;10;366;368;-2
1032;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,364157612125773;Kafi;12;366;366;0
1033;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,297882295977874;Kafi;13;369;366;3
1034;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,508928775769644;Kafi;0;390;390;0
1035;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,490046592474441;Kafi;0;390;390;0
1036;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,461400886917269;Kafi;0;390;390;0
1037;Preliminary survey Trib;9/12/15;9/14/15;;1;0;0;;0,4522142817418;Kafi;0;390;390;0
1038;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,486300446512038;Kafi;0;390;390;0
1039;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,461210614700974;Kafi;0;390;390;0
104;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
1040;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,459712312205031;Kafi;0;390;390;0
1041;Preliminary survey Trib;9/12/15;9/14/15;; ; ; ;;0,563795053928029;Kafi;0;390;390;0
1042;Preliminary survey Trib;9/15/15;9/16/15;;0;2;0;;3,69470022874454;Kafi;537;387;382;5
1043;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,67179749741979;Kafi;515;387;382;5
1044;Preliminary survey Trib;9/15/15;9/16/15;;1;2;0;;3,5877966320946;Kafi;495;387;382;5
1045;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,30523537831058;Kafi;437;387;382;5
1046;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,29171366227018;Kafi;431;387;382;5
1047;Preliminary survey Trib;9/15/15;9/16/15;;1;0;0;;3,14218819627343;Kafi;351;387;382;5
1048;Preliminary survey Trib;9/15/15;9/16/15;;0;1;0;;3,1526629615573;Kafi;337;387;382;5
1049;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;2,99560471796732;Kafi;327;397;382;15
105;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
1050;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,00867058950849;Kafi;327;397;382;15
1051;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;2,97398089052091;Kafi;331;389;382;7
1052;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;Fallen;2,9675046218993;Kafi;321;397;382;15
106;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;371; ; 
107;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;371; ; 
108;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
109;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
110;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
111;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
112;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
113;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
114;Preliminary survey;2/20/15;2/22/15;;1;4;0;; ; ; ;390; ; 
115;Preliminary survey;2/20/15;2/22/15;;0;1;0;; ; ; ;390; ; 
116;Preliminary survey;2/20/15;2/22/15;;9;19;0;All alive; ; ; ;390; ; 
117;Preliminary survey;2/20/15;2/22/15;;0;4;0;All alive; ; ; ;390; ; 
118;Preliminary survey;2/21/15;2/23/15;;0;1;0;; ; ; ;390; ; 
119;Preliminary survey;2/21/15;2/23/15;;0;1;0;; ; ; ;393; ; 
121;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;376; ; 
122;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;376; ; 
123;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;381; ; 
124;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
125;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
126;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;378; ; 
127;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
128;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
129;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
130;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;378; ; 
131;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
132;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
133;Preliminary survey;2/23/15;2/25/15;;0;1;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
134;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
135;Preliminary survey;2/23/15;2/25/15;;0;1;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
136;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
137;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
138;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
139;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
140;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
141;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
142;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
143;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
144;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
145;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
146;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;373; ; 
147;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;373; ; 
148;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;370; ; 
149;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;370; ; 
150;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;370; ; 
151;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;378; ; 
152;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;367; ; 
153;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;367; ; 
3001;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;1;0;;3,63726642772604;Kafi;501;387;382;5
3002;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,65024069190326;Kafi;481;387;382;5
3003;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,61674006691466;Kafi;487;387;382;5
3004;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,60846046283586;Kafi;497;387;382;5
3005;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,58283828309927;Kafi;485;387;382;5
3006;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,58254560122765;Kafi;503;387;382;5
3007;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,60520144311498;Kafi;473;397;382;15
3008;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,60667667808878;Kafi;463;397;382;15
3009;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,86413546573041;Lukula;523;364;357;7
3010;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,87396604752699;Lukula;533;364;357;7
3011;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,83822171622593;Lukula;533;364;357;7
3012;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,82723868637198;Lukula;523;364;357;7
3013;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,78970430397475;Lukula;489;364;357;7
3014;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,77942317145236;Lukula;563;364;357;7
3015;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,76017424648204;Lukula;581;364;357;7
3016;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,76723535621222;Lukula;567;364;357;7
3017;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,72911827104817;Lukula;595;364;357;7
3018;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,64072540408921;Lukula;587;368;357;11
3019;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,61732795352838;Lukula;575;374;357;17
3020;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,56740981129474;Lukula;558;379;357;22
3020B;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,59031356803151;Lukula;537;376;357;19
3021;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,54103756942706;Lukula;536;385;357;28
3022;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,50521906073963;Lukula;524;389;357;32
3023;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,44435246830871;Lukula;523;392;357;35
3024;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,41395552913793;Lukula;513;394;357;37
3025;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,36155457187366;Lukula;491;400;357;43
3026;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,35109522191847;Lukula;543;398;357;41
3027;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;1;0;;6,02225267249162;Lukula;196;355;357;-2
3028;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;6,00441103457504;Lukula;186;355;357;-2
3029;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,98130715547898;Lukula;182;357;357;0
3030;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,95684151462452;Lukula;165;364;357;7
3031;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,91335952467407;Lukula;164;367;357;10
3032;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,89193171632106;Lukula;160;373;357;16
3033;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,82169841900803;Lukula;141;390;357;33
3034;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,80219248219747;Lukula;143;390;357;33
3035;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,70135965048395;Lukula;154;393;357;36
3036;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,69238966428529;Lukula;145;390;357;33
3037;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,62226030194852;Lukula;146;395;357;38
3038;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,59007564742769;Lukula;152;395;357;38
3039;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,47852408803375;Lukula;219;354;357;-3
3041;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,46162250701819;Lukula;215;354;357;-3
3042;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,43449449858357;Lukula;219;354;357;-3
3043;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,38124055463727;Lukula;193;354;357;-3
3044;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,3515731386479;Lukula;205;354;357;-3
3045;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,28537040157173;Lukula;187;354;357;-3
3046;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,26242613173494;Lukula;183;354;357;-3
3047;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,21208350674255;Lukula;131;354;357;-3
3048;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;5,1945565700203;Lukula;115;354;357;-3
3049;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,794132147218;Lukula;987;350;357;-7
3050;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,8048657923206;Lukula;981;350;357;-7
3051;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,8251731162287;Lukula;967;350;357;-7
3052;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,8431919641986;Lukula;961;350;357;-7
3053;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,7682442410911;Lukula;979;350;357;-7
3054;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,7458994996494;Lukula;981;350;357;-7
3055;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,7398988651094;Lukula;985;350;357;-7
3056;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,72279428828;Lukula;1013;350;357;-7
3057;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,7019172938193;Lukula;1017;352;357;-5
3058;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,9777529722367;Lukula;985;350;357;-7
3059;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,9924554936918;Lukula;981;350;357;-7
3060;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,9261774029092;Lukula;983;350;357;-7
3061;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,8680754247773;Lukula;1003;350;357;-7
3062;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,8484994290456;Lukula;993;350;357;-7
3063;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,8020475745628;Lukula;977;350;357;-7
3064;Surv Apr-Jun 2016;5/3/16;5/5/16;;0;0;0;;19,7808347322353;Lukula;1015;350;357;-7
3065;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,8389279072735;Lukula;1498;345;357;-12
3066;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,8112905789208;Lukula;1515;344;357;-13
3067;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,808121930964;Lukula;1467;344;357;-13
3068;Surv Apr-Jun 2016;5/6/16;5/7/16;;0;0;0;;28,7834260649025;Lukula;1451;344;357;-13
