Site;Zone;Zone.Abb;LAT;LONG;Habitat;FirstSurvey;FirstSurveyDate;Count;Total;Operation;DATE_.SETUP;DATE_.COLLECT;In_Out;Males;Females;Unknown;Remarks;distToTargets;NearIntervention;elevChange;trapElev;targetElev;elevDiff
59;;;-4,460577;17,968889;Hill/Cassava field;Preliminary survey;2/9/15;1;0;Preliminary survey;2/9/15;2/11/15;;0;0;0;Two days rain; ; ; ;412; ; 
60;;;-4,436321;17,956008;;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
61;;;-4,436222;17,955731;;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
62;;;-4,436289;17,956735;Bush;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
63;;;-4,436287;17,957246;Bush;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;357; ; 
64;;;-4,436952;17,958019;Bush/Cassava field;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Ants; ; ; ;356; ; 
65;;;-4,435441;17,956184;Fishpond;Preliminary survey;2/12/15;1;1;Preliminary survey;2/12/15;2/14/15;;1;0;0;Rain; ; ; ;354; ; 
66;;;-4,435109;17,955397;Bush;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
67;;;-4,435719;17,955368;Bush;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
68;;;-4,434472;17,955691;Fishpond;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;354; ; 
69;;;-4,433756;17,95581;Hill;Preliminary survey;2/12/15;1;0;Preliminary survey;2/12/15;2/14/15;;0;0;0;Rain; ; ; ;357; ; 
70;;;-4,317996;17,934936;;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;; ; ; ;350; ; 
71;;;-4,31848;17,934799;;Preliminary survey;2/16/15;1;4;Preliminary survey;2/16/15;2/18/15;;2;2;0;; ; ; ;350; ; 
72;;;-4,318691;17,935165;Hill;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~40 m from Lukula; ; ; ;350; ; 
73;;;-4,31944;17,93527;Hill;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~100 m from Lukula; ; ; ;350; ; 
74;;;-4,319217;17,934638;;Preliminary survey;2/16/15;1;2;Preliminary survey;2/16/15;2/18/15;;1;1;0;; ; ; ;350; ; 
75;;;-4,319869;17,937991;Palm plantation;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~400 m from Lukula; ; ; ;360; ; 
76;;;-4,385766;18,027858;Bush;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~3.3 Km from small river; ; ; ;470; ; 
77;;;-4,394804;18,030306;Bush;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~2.3 m from small river; ; ; ;420; ; 
78;;;-4,39998;18,029922;Bush;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~1.7 Km from small river; ; ; ;401; ; 
79;;;-4,41522;18,02874;Small river;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;; ; ; ;372; ; 
80;;;-4,417269;18,029847;Small river;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;; ; ; ;377; ; 
81;;;-4,417319;18,030239;Bush;Preliminary survey;2/16/15;1;0;Preliminary survey;2/16/15;2/18/15;;0;0;0;~40 m from small river; ; ; ;377; ; 
82;;;-4,207474;17,940633;;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;; ; ; ;341; ; 
83;;;-4,207204;17,94058;;Preliminary survey;2/17/15;1;3;Preliminary survey;2/17/15;2/18/15;;2;1;0;; ; ; ;341; ; 
84;;;-4,207037;17,940956;Bush;Preliminary survey;2/17/15;1;1;Preliminary survey;2/17/15;2/18/15;;1;0;0;~50 m from Lukula/Insia; ; ; ;341; ; 
85;;;-4,207531;17,941727;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~125 m from Lukula/Insia; ; ; ;341; ; 
86;;;-4,207886;17,942203;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~188 m from Lukula/Insia; ; ; ;351; ; 
87;;;-4,207397;17,942965;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~262 m from Lukula/Insia; ; ; ;359; ; 
88;;;-4,206974;17,943796;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~357 m from Lukula/Insia; ; ; ;369; ; 
89;;;-4,206886;17,944669;Bush;Preliminary survey;2/17/15;1;1;Preliminary survey;2/17/15;2/18/15;;0;1;0;~457 m from Lukula/Insia; ; ; ;362; ; 
90;;;-4,206699;17,946274;Bush;Preliminary survey;2/17/15;1;1;Preliminary survey;2/17/15;2/18/15;;0;1;0;~634 m from Lukula/Insia; ; ; ;362; ; 
91;;;-4,206483;17,94781;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~808 m from Lukula/Insia; ; ; ;361; ; 
92;;;-4,296026;18,044872;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~202 m from small river; ; ; ;404; ; 
93;;;-4,296516;18,045149;Bush;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~144 m from small river; ; ; ;406; ; 
94;;;-4,297113;18,045854;Small river;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;~5 m from small river; ; ; ;399; ; 
95;;;-4,297156;18,046744;Small river/Fish ponds;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;; ; ; ;399; ; 
96;;;-4,297005;18,047319;Fishpond;Preliminary survey;2/17/15;1;0;Preliminary survey;2/17/15;2/18/15;;0;0;0;; ; ; ;399; ; 
97;;;-4,564259;17,999019;;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
98;;;-4,564128;17,999073;;Preliminary survey;2/19/15;1;1;Preliminary survey;2/19/15;2/21/15;;0;1;0;; ; ; ;373; ; 
99;;;-4,564222;17,998925;;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
100;;;-4,563587;17,998522;;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;Small river; ; ; ;375; ; 
1001;;;-4,601572;17,928396;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,55079708970757;Lukula;506;386;366;20
1002;;;-4,601594;17,928184;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,52904465200749;Lukula;481;381;366;15
1003;;;-4,602495;17,928368;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,55219131798607;Lukula;1069;392;367;25
1004;;;-4,602982;17,927984;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,50444271465158;Lukula;1009;393;367;26
1005;;;-4,603552;17,927305;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,42386368822875;Lukula;1054;386;367;19
1006;;;-4,603523;17,92736;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,4302081423676;Lukula;1050;386;367;19
1007;;;-4,600661;17,928127;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,49321453201391;Lukula;560;380;366;14
1008;;;-4,600832;17,928563;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,54498893854556;Lukula;567;385;366;19
1009;;;-4,598082;17,929443;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,56207479071932;Lukula;584;380;366;14
101;;;-4,564008;17,998154;Forest;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
1010;;;-4,59189;17,934065;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,55042466827499;Kafi;262;381;365;16
1011;;;-4,591832;17,934178;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,54119641322248;Kafi;244;381;365;16
1012;;;-4,591603;17,934211;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,51573089140952;Kafi;259;380;365;15
1013;;;-4,587567;17,935136;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,05783611046866;Kafi;243;374;365;9
1014;;;-4,587658;17,935494;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;4,05826182408059;Kafi;263;376;365;11
1015;;;-4,577199;17,93672;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,90460402434134;Kafi;207;370;365;5
1016;;;-4,577081;17,936943;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,88531812061279;Kafi;201;370;365;5
1017;;;-4,577359;17,936359;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,93283417281014;Kafi;219;370;365;5
1018;;;-4,577259;17,936296;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,92425724704398;Kafi;211;370;365;5
1019;;;-4,577527;17,936085;;Preliminary survey Trib;9/10/15;1;0;Preliminary survey Trib;9/10/15;9/12/15;;0;0;0;;2,95943480116765;Kafi;217;370;365;5
102;;;-4,563119;17,99793;;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;374; ; 
1020;;;-4,574989;17,965731;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,58720726531661;Kafi;199;374;365;9
1021;;;-4,574841;17,9657;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,57063328524733;Kafi;201;374;365;9
1022;;;-4,574281;17,966503;;Preliminary survey Trib;9/11/15;1;1;Preliminary survey Trib;9/11/15;9/14/15;;0;1;0;;2,51709859721074;Kafi;177;374;365;9
1023;;;-4,573914;17,965611;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,46767951238075;Kafi;201;374;365;9
1024;;;-4,570071;17,96721;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,06356924272231;Kafi;59;371;368;3
1025;;;-4,569903;17,966988;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;2,04191460785678;Kafi;71;373;368;5
1026;;;-4,563125;17,967319;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;1,30958803086164;Kafi;26;374;368;6
1027;;;-4,562661;17,967111;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;1,25445229803488;Kafi;32;372;368;4
1028;;;-4,560478;17,966103;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,996215688337389;Kafi;26;368;368;0
1029;;;-4,560441;17,966363;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,99721755470677;Kafi;20;368;368;0
103;;;-4,563056;17,997155;;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;374; ; 
1030;;;-4,558331;17,965712;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,754932547582691;Kafi;16;366;368;-2
1031;;;-4,558151;17,965603;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,733460354848766;Kafi;10;366;368;-2
1032;;;-4,554021;17,974376;;Preliminary survey Trib;9/11/15;1;0;Preliminary survey Trib;9/11/15;9/14/15;;0;0;0;;0,364157612125773;Kafi;12;366;366;0
1033;;;-4,553389;17,974887;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,297882295977874;Kafi;13;369;366;3
1034;;;-4,750122;17,973752;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,508928775769644;Kafi;0;390;390;0
1035;;;-4,749984;17,973863;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,490046592474441;Kafi;0;390;390;0
1036;;;-4,750028;17,974204;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,461400886917269;Kafi;0;390;390;0
1037;;;-4,750195;17,974422;;Preliminary survey Trib;9/12/15;1;1;Preliminary survey Trib;9/12/15;9/14/15;;1;0;0;;0,4522142817418;Kafi;0;390;390;0
1038;;;-4,74962;17,973672;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,486300446512038;Kafi;0;390;390;0
1039;;;-4,749319;17,973767;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,461210614700974;Kafi;0;390;390;0
104;;;-4,564227;17,998497;;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
1040;;;-4,749189;17,973719;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;;0;0;0;;0,459712312205031;Kafi;0;390;390;0
1041;;;-4,749227;17,972718;;Preliminary survey Trib;9/12/15;1;0;Preliminary survey Trib;9/12/15;9/14/15;; ; ; ;;0,563795053928029;Kafi;0;390;390;0
1042;;;-4,666049;18,038616;;Preliminary survey Trib;9/15/15;1;2;Preliminary survey Trib;9/15/15;9/16/15;;0;2;0;;3,69470022874454;Kafi;537;387;382;5
1043;;;-4,665878;18,038461;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,67179749741979;Kafi;515;387;382;5
1044;;;-4,665552;18,037775;;Preliminary survey Trib;9/15/15;1;3;Preliminary survey Trib;9/15/15;9/16/15;;1;2;0;;3,5877966320946;Kafi;495;387;382;5
1045;;;-4,663815;18,035701;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,30523537831058;Kafi;437;387;382;5
1046;;;-4,663749;18,035595;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,29171366227018;Kafi;431;387;382;5
1047;;;-4,661706;18,034833;;Preliminary survey Trib;9/15/15;1;1;Preliminary survey Trib;9/15/15;9/16/15;;1;0;0;;3,14218819627343;Kafi;351;387;382;5
1048;;;-4,661619;18,034956;;Preliminary survey Trib;9/15/15;1;1;Preliminary survey Trib;9/15/15;9/16/15;;0;1;0;;3,1526629615573;Kafi;337;387;382;5
1049;;;-4,660071;18,033895;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;2,99560471796732;Kafi;327;397;382;15
105;;;-4,56451;17,997366;Forest;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;373; ; 
1050;;;-4,660088;18,034012;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;3,00867058950849;Kafi;327;397;382;15
1051;;;-4,660174;18,03367;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;;2,97398089052091;Kafi;331;389;382;7
1052;;;-4,660124;18,033622;;Preliminary survey Trib;9/15/15;1;0;Preliminary survey Trib;9/15/15;9/16/15;;0;0;0;Fallen;2,9675046218993;Kafi;321;397;382;15
106;;;-4,566618;17,987699;Fishpond;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;371; ; 
107;;;-4,566862;17,987172;Fishpond;Preliminary survey;2/19/15;1;0;Preliminary survey;2/19/15;2/21/15;;0;0;0;; ; ; ;371; ; 
108;;;-4,597072;18,013068;;Preliminary survey;2/20/15;1;0;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
109;;;-4,59666;18,0134;;Preliminary survey;2/20/15;1;0;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
110;;;-4,597057;18,012781;Forest/Cassava fields;Preliminary survey;2/20/15;1;0;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
111;;;-4,595372;18,013126;;Preliminary survey;2/20/15;1;0;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
112;;;-4,594743;18,013179;;Preliminary survey;2/20/15;1;0;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
113;;;-4,595032;18,012925;Forest;Preliminary survey;2/20/15;1;0;Preliminary survey;2/20/15;2/22/15;;0;0;0;; ; ; ;377; ; 
114;;;-4,703075;17,984456;;Preliminary survey;2/20/15;1;5;Preliminary survey;2/20/15;2/22/15;;1;4;0;; ; ; ;390; ; 
115;;;-4,70355;17,984237;;Preliminary survey;2/20/15;1;1;Preliminary survey;2/20/15;2/22/15;;0;1;0;; ; ; ;390; ; 
116;;;-4,704129;17,983716;;Preliminary survey;2/20/15;1;28;Preliminary survey;2/20/15;2/22/15;;9;19;0;All alive; ; ; ;390; ; 
117;;;-4,704945;17,983562;Bush;Preliminary survey;2/20/15;1;4;Preliminary survey;2/20/15;2/22/15;;0;4;0;All alive; ; ; ;390; ; 
118;;;-4,747922;17,978507;;Preliminary survey;2/21/15;1;1;Preliminary survey;2/21/15;2/23/15;;0;1;0;; ; ; ;390; ; 
119;;;-4,748165;17,979052;;Preliminary survey;2/21/15;1;1;Preliminary survey;2/21/15;2/23/15;;0;1;0;; ; ; ;393; ; 
121;;;-4,758659;17,913171;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;376; ; 
122;;;-4,757934;17,913148;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;376; ; 
123;;;-4,749567;17,914102;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;381; ; 
124;;;-4,748601;17,912774;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
125;;;-4,744194;17,907393;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
126;;;-4,743614;17,908437;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;378; ; 
127;;;-4,736382;17,908757;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
128;;;-4,735346;17,906696;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
129;;;-4,729591;17,905293;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;375; ; 
130;;;-4,729162;17,906882;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;378; ; 
131;;;-4,723695;17,901207;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
132;;;-4,722835;17,901008;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
133;;;-4,718306;17,895732;;Preliminary survey;2/23/15;1;1;Preliminary survey;2/23/15;2/25/15;;0;1;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
134;;;-4,717886;17,894846;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
135;;;-4,711261;17,895344;;Preliminary survey;2/23/15;1;1;Preliminary survey;2/23/15;2/25/15;;0;1;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
136;;;-4,710267;17,895115;;Preliminary survey;2/23/15;1;0;Preliminary survey;2/23/15;2/25/15;;0;0;0;Flies following the boat and landing on the traps aboard; ; ; ;374; ; 
137;;;-4,70741;17,876459;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
138;;;-4,70648;17,876747;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
139;;;-4,704234;17,876247;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
140;;;-4,703328;17,866784;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
141;;;-4,703006;17,866134;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
142;;;-4,693563;17,858773;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
143;;;-4,693798;17,85757;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
144;;;-4,681944;17,858854;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
145;;;-4,680603;17,859954;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;374; ; 
146;;;-4,670393;17,862544;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;373; ; 
147;;;-4,669578;17,861434;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;373; ; 
148;;;-4,658461;17,860229;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;370; ; 
149;;;-4,658296;17,860816;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;370; ; 
150;;;-4,653511;17,871277;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;370; ; 
151;;;-4,653311;17,872195;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;378; ; 
152;;;-4,628471;17,874175;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;367; ; 
153;;;-4,629205;17,875777;;Preliminary survey;2/24/15;1;0;Preliminary survey;2/24/15;2/25/15;;0;0;0;; ; ; ;367; ; 
3001;;;-4,666067;18,038052;Path road;Surv Apr-Jun 2016;4/28/16;1;1;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;1;0;;3,63726642772604;Kafi;501;387;382;5
3002;;;-4,666276;18,038094;Path road;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,65024069190326;Kafi;481;387;382;5
3003;;;-4,666416;18,03771;Path road;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,61674006691466;Kafi;487;387;382;5
3004;;;-4,666602;18,037551;Path road;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,60846046283586;Kafi;497;387;382;5
3005;;;-4,66631;18,037423;Fishpond;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,58283828309927;Kafi;485;387;382;5
3006;;;-4,666148;18,037487;Fishpond;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,58254560122765;Kafi;503;387;382;5
3007;;;-4,667413;18,037162;Path road;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,60520144311498;Kafi;473;397;382;15
3008;;;-4,667612;18,037085;Path road;Surv Apr-Jun 2016;4/28/16;1;0;Surv Apr-Jun 2016;4/28/16;5/1/16;;0;0;0;;3,60667667808878;Kafi;463;397;382;15
3009;;;-4,422706;17,983974;Riverine veg;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,86413546573041;Lukula;523;364;357;7
3010;;;-4,422643;17,984052;Fishpond;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,87396604752699;Lukula;533;364;357;7
3011;;;-4,422898;17,983828;Fishpond;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,83822171622593;Lukula;533;364;357;7
3012;;;-4,422972;17,983749;Riverine veg;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,82723868637198;Lukula;523;364;357;7
3013;;;-4,423229;17,983488;Riverine veg;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,78970430397475;Lukula;489;364;357;7
3014;;;-4,423516;17,983916;Riverine veg;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,77942317145236;Lukula;563;364;357;7
3015;;;-4,42371;17,983925;Riverine veg;Surv Apr-Jun 2016;5/2/16;1;0;Surv Apr-Jun 2016;5/2/16;5/4/16;;0;0;0;;6,76017424648204;Lukula;581;364;357;7
